CO_CURSO,TP_SEXO,NT_GER,EST_CIVIL,COR_RACA,RENDA
13405,F,36.4,SOLTEIRO(A),AMARELA,ATE 1.5
13405,M,66.3,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,27.3,SOLTEIRO(A),BRANCA,ATE 1.5
13405,F,54.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,M,34.8,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,44.2,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,34.1,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,38.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13405,F,47.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
13405,M,41.4,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,58.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13405,F,41.1,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,42.5,CASADO(A),PARDA,ATE 1.5
13405,F,61.2,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
13405,F,35,SOLTEIRO(A),AMARELA,ATE 1.5
13405,F,52.9,CASADO(A),PARDA,ATE 1.5
13405,F,24.2,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,40.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13405,F,39.8,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,47.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
13405,M,59.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,F,41,CASADO(A),PARDA,DE 1.5 A 3
13405,F,53.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,M,65.1,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13405,F,38.7,SOLTEIRO(A),BRANCA,ATE 1.5
13405,F,30.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,M,58,SEPARADO(A),BRANCA,ATE 1.5
13405,M,54.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,F,33.8,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,62.7,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,44.6,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,42.7,CASADO(A),PARDA,ATE 1.5
13405,M,45.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
13405,F,37.5,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,55.7,SOLTEIRO(A),PRETA,ATE 1.5
13405,M,48.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13405,M,31.5,SOLTEIRO(A),PRETA,ATE 1.5
13405,F,31.1,SOLTEIRO(A),BRANCA,ATE 1.5
13405,M,70.7,CASADO(A),NAO DECLARADO,DE 1.5 A 3
13405,M,32.1,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13405,F,55.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13405,M,41.9,SOLTEIRO(A),PRETA,ATE 1.5
13405,F,36.1,SOLTEIRO(A),PRETA,ATE 1.5
13405,F,40.3,SOLTEIRO(A),BRANCA,ATE 1.5
13405,F,34.9,SEPARADO(A),BRANCA,ATE 1.5
13405,F,31.8,SOLTEIRO(A),BRANCA,ATE 1.5
13405,F,46.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13405,F,27.3,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
13405,M,64.1,CASADO(A),PRETA,ATE 1.5
13405,F,54.3,SOLTEIRO(A),PARDA,ATE 1.5
13405,M,35.2,SOLTEIRO(A),PRETA,DE 1.5 A 3
13405,F,48.2,CASADO(A),PARDA,DE 1.5 A 3
13405,F,42.5,SOLTEIRO(A),PARDA,ATE 1.5
13405,F,38.7,OUTRO,PARDA,ATE 1.5
13405,F,43.8,CASADO(A),PARDA,ATE 1.5
13405,F,38,SOLTEIRO(A),AMARELA,ATE 1.5
13405,F,53.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
13405,M,61.1,SOLTEIRO(A),AMARELA,ATE 1.5
13405,M,40,CASADO(A),PRETA,DE 1.5 A 3
13405,F,52.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13405,M,32.2,CASADO(A),BRANCA,DE 3 A 4.5
13405,F,38.8,SOLTEIRO(A),PRETA,ATE 1.5
13405,M,37.9,CASADO(A),PARDA,F
13405,M,53.8,SOLTEIRO(A),PRETA,DE 1.5 A 3
13405,M,37.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13405,F,36.6,CASADO(A),PARDA,ATE 1.5
13405,M,24.9,SOLTEIRO(A),PRETA,DE 3 A 4.5
13405,F,50.4,CASADO(A),PARDA,ATE 1.5
13405,M,21.9,SOLTEIRO(A),AMARELA,DE 1.5 A 3
13405,F,37.9,CASADO(A),PARDA,DE 1.5 A 3
13405,F,36.2,CASADO(A),BRANCA,ATE 1.5
13405,M,42.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13405,F,36.2,VIUVO(A),PARDA,ATE 1.5
13407,M,54.9,OUTRO,BRANCA,DE 1.5 A 3
13407,M,36.6,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
13407,F,46.5,CASADO(A),BRANCA,DE 1.5 A 3
13407,F,45.7,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13407,F,27.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
13407,M,47.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13407,M,51,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13407,F,51.2,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,26.2,SOLTEIRO(A),PARDA,ATE 1.5
13407,M,48.3,CASADO(A),PARDA,DE 3 A 4.5
13407,M,61.4,SOLTEIRO(A),AMARELA,ATE 1.5
13407,F,30.9,SOLTEIRO(A),BRANCA,ATE 1.5
13407,F,27.2,CASADO(A),PARDA,ATE 1.5
13407,M,57.9,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,37.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13407,F,32.4,SOLTEIRO(A),BRANCA,ATE 1.5
13407,F,44,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,34.1,CASADO(A),BRANCA,DE 1.5 A 3
13407,F,38.7,SOLTEIRO(A),AMARELA,ATE 1.5
13407,F,36.8,SOLTEIRO(A),AMARELA,ATE 1.5
13407,F,47.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
13407,F,43.4,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,36.8,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,59.7,SOLTEIRO(A),PARDA,ATE 1.5
13407,M,71.5,SOLTEIRO(A),BRANCA,ATE 1.5
13407,M,51.7,SOLTEIRO(A),PRETA,DE 1.5 A 3
13407,F,50.3,CASADO(A),PARDA,ATE 1.5
13407,F,65.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13407,M,58.6,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,37.8,SOLTEIRO(A),PARDA,ATE 1.5
13407,M,39.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13407,F,61.1,SOLTEIRO(A),PARDA,DE 4.5 A 6
13407,M,66.3,SOLTEIRO(A),PARDA,ATE 1.5
13407,M,51.4,CASADO(A),BRANCA,DE 1.5 A 3
13407,F,66.5,SOLTEIRO(A),BRANCA,ATE 1.5
13407,M,61.5,SOLTEIRO(A),PRETA,DE 1.5 A 3
13407,M,48,SOLTEIRO(A),BRANCA,ATE 1.5
13407,F,50.7,SOLTEIRO(A),PRETA,ATE 1.5
13407,M,35.7,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,35.3,CASADO(A),BRANCA,ATE 1.5
13407,F,26.4,SOLTEIRO(A),PARDA,ATE 1.5
13407,F,20.8,SOLTEIRO(A),BRANCA,ATE 1.5
13407,M,52.2,SOLTEIRO(A),PARDA,DE 4.5 A 6
13410,M,56,SOLTEIRO(A),PRETA,DE 1.5 A 3
13410,M,52,SOLTEIRO(A),PRETA,ATE 1.5
13410,F,53,SOLTEIRO(A),PRETA,DE 3 A 4.5
13410,M,53,CASADO(A),BRANCA,ATE 1.5
13410,F,58.7,CASADO(A),PARDA,DE 1.5 A 3
13410,F,65,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,32.5,CASADO(A),PRETA,ATE 1.5
13410,F,49.5,CASADO(A),PARDA,ATE 1.5
13410,F,65.8,CASADO(A),PARDA,DE 1.5 A 3
13410,F,38.7,CASADO(A),AMARELA,ATE 1.5
13410,F,44.8,SEPARADO(A),BRANCA,DE 1.5 A 3
13410,F,67,SEPARADO(A),PRETA,DE 3 A 4.5
13410,F,54.9,CASADO(A),PARDA,ATE 1.5
13410,F,65.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,42.6,CASADO(A),BRANCA,DE 4.5 A 6
13410,F,56.2,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,58.5,CASADO(A),PRETA,ATE 1.5
13410,F,46.2,SOLTEIRO(A),AMARELA,ATE 1.5
13410,F,58.5,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,36.2,SEPARADO(A),BRANCA,ATE 1.5
13410,F,50.2,CASADO(A),PARDA,DE 1.5 A 3
13410,F,74.5,SOLTEIRO(A),BRANCA,ATE 1.5
13410,F,47,SOLTEIRO(A),PARDA,DE 4.5 A 6
13410,F,48.3,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,69.6,CASADO(A),PARDA,DE 3 A 4.5
13410,F,59.9,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,58.4,CASADO(A),PRETA,ATE 1.5
13410,F,46.8,CASADO(A),PRETA,ATE 1.5
13410,F,29.3,CASADO(A),PARDA,ATE 1.5
13410,F,46,CASADO(A),BRANCA,DE 1.5 A 3
13410,F,35.6,OUTRO,PARDA,ATE 1.5
13410,F,66.8,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,66,SOLTEIRO(A),PRETA,ATE 1.5
13410,F,51.4,CASADO(A),PARDA,ATE 1.5
13410,F,65,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,65.7,CASADO(A),BRANCA,DE 3 A 4.5
13410,F,58.5,SOLTEIRO(A),PRETA,DE 3 A 4.5
13410,F,48.3,SOLTEIRO(A),PARDA,ATE 1.5
13410,M,45,SOLTEIRO(A),PRETA,DE 1.5 A 3
13410,F,44.9,SOLTEIRO(A),PARDA,ATE 1.5
13410,M,45.3,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,43.9,SOLTEIRO(A),AMARELA,ATE 1.5
13410,F,30.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,62.6,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,46.3,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,52.1,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,46.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,59.8,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,49.5,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,23.4,SOLTEIRO(A),PRETA,ATE 1.5
13410,F,54,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,29.5,SOLTEIRO(A),BRANCA,ATE 1.5
13410,F,59.7,SOLTEIRO(A),BRANCA,ATE 1.5
13410,M,48.2,CASADO(A),BRANCA,ATE 1.5
13410,F,54.8,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,29.5,CASADO(A),PARDA,ATE 1.5
13410,F,50.2,CASADO(A),PARDA,DE 3 A 4.5
13410,F,57.5,CASADO(A),PARDA,ATE 1.5
13410,F,70,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,48.9,CASADO(A),PARDA,ATE 1.5
13410,F,65.7,CASADO(A),PARDA,F
13410,F,35.2,VIUVO(A),BRANCA,ATE 1.5
13410,F,44.3,SOLTEIRO(A),PRETA,DE 1.5 A 3
13410,F,69.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,39.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,33.4,CASADO(A),PARDA,ATE 1.5
13410,F,40,SOLTEIRO(A),PRETA,DE 1.5 A 3
13410,F,45.6,SEPARADO(A),BRANCA,ATE 1.5
13410,F,30.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,40.9,CASADO(A),PRETA,DE 1.5 A 3
13410,F,49.6,OUTRO,NAO DECLARADO,DE 1.5 A 3
13410,F,46.7,CASADO(A),BRANCA,ATE 1.5
13410,F,32.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
13410,F,22.6,SOLTEIRO(A),PRETA,ATE 1.5
13410,F,48.9,SOLTEIRO(A),PRETA,ATE 1.5
13410,M,62.6,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,53.3,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,39.8,SOLTEIRO(A),BRANCA,ATE 1.5
13410,F,34,CASADO(A),PARDA,DE 1.5 A 3
13410,F,53,SOLTEIRO(A),BRANCA,ATE 1.5
13410,F,47.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
13410,F,58.4,CASADO(A),BRANCA,DE 1.5 A 3
13410,F,59.2,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,37,SOLTEIRO(A),BRANCA,ATE 1.5
13410,F,61,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13410,F,41.9,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,58.6,SOLTEIRO(A),PARDA,ATE 1.5
13410,F,40.3,OUTRO,BRANCA,DE 1.5 A 3
13436,F,39.6,CASADO(A),BRANCA,DE 1.5 A 3
13436,F,58.9,SEPARADO(A),INDÍGENA,ATE 1.5
13436,M,38.2,NA,NA,NA
13436,F,55.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
13436,M,55,SOLTEIRO(A),PARDA,ATE 1.5
13436,F,71.3,OUTRO,PRETA,DE 3 A 4.5
13436,M,57.7,SOLTEIRO(A),BRANCA,ATE 1.5
13436,F,73.4,CASADO(A),PARDA,DE 1.5 A 3
13436,M,59.6,SOLTEIRO(A),PARDA,ATE 1.5
13436,M,52.4,SOLTEIRO(A),PARDA,ATE 1.5
13436,M,70,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13436,M,57.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
13436,F,46.8,OUTRO,BRANCA,ATE 1.5
13436,F,44.5,SOLTEIRO(A),PARDA,ATE 1.5
13436,M,65.7,SOLTEIRO(A),PRETA,DE 3 A 4.5
13436,F,65,SOLTEIRO(A),BRANCA,ATE 1.5
13436,F,57.8,SOLTEIRO(A),PRETA,ATE 1.5
13436,M,52.4,SOLTEIRO(A),BRANCA,ATE 1.5
13436,M,51.6,SOLTEIRO(A),PRETA,ATE 1.5
13438,M,60.7,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,63.5,SOLTEIRO(A),PRETA,F
13438,F,45.5,SOLTEIRO(A),BRANCA,ATE 1.5
13438,F,46,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,F,44.3,SOLTEIRO(A),AMARELA,F
13438,F,21.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,59.2,SOLTEIRO(A),PARDA,F
13438,M,38,SOLTEIRO(A),BRANCA,F
13438,M,39.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,37.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,67,SOLTEIRO(A),PARDA,DE 4.5 A 6
13438,M,49.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,36.8,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,49.5,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,46.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,40.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,59.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,F,42.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,40,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,57.2,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13438,F,40.2,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,43.6,SOLTEIRO(A),BRANCA,F
13438,M,46.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,57.2,SOLTEIRO(A),PARDA,DE 6 A 10
13438,F,55.2,SOLTEIRO(A),NAO DECLARADO,F
13438,M,61.8,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,59.5,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,41.9,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,33.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,F,37.3,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,47.3,SOLTEIRO(A),PRETA,DE 6 A 10
13438,M,34.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,42.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,28.8,SOLTEIRO(A),NAO DECLARADO,F
13438,M,53.4,SOLTEIRO(A),NAO DECLARADO,DE 3 A 4.5
13438,F,41.8,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,58.4,SOLTEIRO(A),PRETA,DE 4.5 A 6
13438,M,38.6,SOLTEIRO(A),PARDA,F
13438,F,37.8,SOLTEIRO(A),NAO DECLARADO,DE 4.5 A 6
13438,M,71.4,CASADO(A),PARDA,DE 6 A 10
13438,M,26.9,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,68.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,48.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,56.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,25.3,SOLTEIRO(A),BRANCA,F
13438,F,53.2,SOLTEIRO(A),PARDA,F
13438,M,56.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,42,SOLTEIRO(A),BRANCA,F
13438,F,52.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,68.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,F,44.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,69.9,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,34.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,36.5,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,38.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,44.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,42.9,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,42,SOLTEIRO(A),AMARELA,DE 6 A 10
13438,M,44.1,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,30.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,F,65.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,59.7,SOLTEIRO(A),NAO DECLARADO,DE 3 A 4.5
13438,F,52.5,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,39.8,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,34.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,41.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,51.1,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13438,M,53.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,24.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,47.7,SOLTEIRO(A),BRANCA,F
13438,M,43.9,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,43.9,SOLTEIRO(A),PRETA,DE 1.5 A 3
13438,M,45.8,SOLTEIRO(A),BRANCA,F
13438,M,23.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,26.9,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,F,42.7,CASADO(A),PARDA,DE 1.5 A 3
13438,M,57.7,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,30.4,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,51,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,53.5,SOLTEIRO(A),PARDA,DE 4.5 A 6
13438,M,44.2,SOLTEIRO(A),AMARELA,DE 3 A 4.5
13438,M,24.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,F,42.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,F,27.6,SOLTEIRO(A),BRANCA,F
13438,F,70,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,40.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,53.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,30.4,SOLTEIRO(A),PRETA,DE 6 A 10
13438,M,25.2,SOLTEIRO(A),PARDA,ATE 1.5
13438,M,63.6,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,50.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,28,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,61.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,48.2,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,69.4,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,57.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,42.5,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,37.3,NA,NA,NA
13438,M,64.2,SOLTEIRO(A),PRETA,DE 4.5 A 6
13438,M,38.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,63.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,50,SOLTEIRO(A),PARDA,F
13438,M,25.1,SOLTEIRO(A),PARDA,DE 4.5 A 6
13438,M,57.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,37.5,SEPARADO(A),PARDA,DE 1.5 A 3
13438,M,61.5,SOLTEIRO(A),PRETA,DE 6 A 10
13438,M,42.2,SOLTEIRO(A),PARDA,ATE 1.5
13438,M,57.4,SOLTEIRO(A),AMARELA,F
13438,M,45.9,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,60.9,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,49.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,49.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,28.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,17.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,39.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,55.6,SOLTEIRO(A),PARDA,ATE 1.5
13438,M,33.3,SOLTEIRO(A),PARDA,ATE 1.5
13438,M,48.8,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,M,38.8,SOLTEIRO(A),BRANCA,F
13438,M,27.7,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,F,48.4,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,61.5,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,36.5,SOLTEIRO(A),BRANCA,F
13438,M,21.9,SOLTEIRO(A),PARDA,ACIMA DE 30
13438,M,33.4,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,37.5,SOLTEIRO(A),BRANCA,ATE 1.5
13438,M,50.3,SOLTEIRO(A),PARDA,DE 4.5 A 6
13438,M,32.8,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,F,39,SOLTEIRO(A),PRETA,DE 6 A 10
13438,M,47.9,CASADO(A),PARDA,DE 1.5 A 3
13438,M,30.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
13438,M,57.2,SOLTEIRO(A),PRETA,DE 3 A 4.5
13438,M,54.9,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,69,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,36.6,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,30,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13438,F,56.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,M,42.3,NA,NA,NA
13438,F,48,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,44.2,SOLTEIRO(A),PARDA,ACIMA DE 30
13438,M,58.2,SOLTEIRO(A),BRANCA,F
13438,M,26.2,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,56.4,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,39.9,SOLTEIRO(A),PARDA,DE 6 A 10
13438,M,45.6,CASADO(A),BRANCA,F
13438,M,51.2,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,F,46,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13438,M,57.2,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,F,47.4,SOLTEIRO(A),PARDA,DE 4.5 A 6
13438,M,37.4,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,52.4,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,F,52.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,60.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13438,F,41.6,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
13438,M,35.9,CASADO(A),BRANCA,ATE 1.5
13438,M,54.1,SOLTEIRO(A),PARDA,ATE 1.5
13438,M,61.4,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13438,M,48,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,M,53.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13438,M,58.5,SOLTEIRO(A),BRANCA,ATE 1.5
13438,F,71.4,SOLTEIRO(A),PARDA,ATE 1.5
13438,F,48.9,SOLTEIRO(A),BRANCA,DE 6 A 10
13438,F,41.8,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13438,M,39.8,SOLTEIRO(A),NAO DECLARADO,F
13438,M,45.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,66.1,SOLTEIRO(A),BRANCA,ATE 1.5
13439,M,65.9,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,F,59.3,SOLTEIRO(A),PARDA,ATE 1.5
13439,M,77.5,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,40.2,OUTRO,BRANCA,F
13439,M,67.9,CASADO(A),BRANCA,DE 6 A 10
13439,M,74.9,SOLTEIRO(A),PARDA,DE 4.5 A 6
13439,M,58.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,45,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,F,58.9,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,F,65.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,24.2,SOLTEIRO(A),PRETA,DE 3 A 4.5
13439,F,52.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13439,M,54.4,SOLTEIRO(A),BRANCA,ATE 1.5
13439,M,58.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13439,F,77.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,41.8,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,F,40.7,SOLTEIRO(A),AMARELA,DE 1.5 A 3
13439,M,75.7,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,F,52.3,SOLTEIRO(A),PARDA,DE 6 A 10
13439,F,74.7,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,M,49.2,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,52.9,SOLTEIRO(A),BRANCA,F
13439,M,48.7,SOLTEIRO(A),BRANCA,F
13439,M,55.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,51.4,SOLTEIRO(A),BRANCA,F
